sample_name	sample_name_noQiitaPrepID	sample_name_noQiitaIDs	alpha_16S_rar5k_richness	alpha_16S_rar5k_shannon	alpha_16S_rar5k_faithspd	sample_name_shotgun	alpha_shotgun_rar35k_20k_richness	alpha_shotgun_rar35k_20k_shannon	alpha_shotgun_rar35k_20k_faithspd	bead_beating	biomass_plate	biomass_sample	biomass_sample_long	biomass_sample_3groups	collection_timestamp	description	dna_conc	dna_ng_ul	dna_extracted	shotgun_lib_ng_ul	rna_ng_ul	elevation	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	extraction_protocol	extraction_protocol_short	extraction_kit	extraction_kit_id	extraction_vendor	fresh_frozen	gdna_well_id	gdna_well_row	gdna_well_column	geo_loc_name	host_age	host_age_units	host_body_habitat	host_body_mass_index	host_body_product	host_body_site	host_common_name	host_height	host_height_units	host_life_stage	host_scientific_name	host_taxid	host_weight	host_weight_units	incubation	latitude	longitude	physical_specimen_location	physical_specimen_remaining	qc_16s_concentration	qc_230	qc_260	qc_260_230	qc_260_280	qc_280	qc_blank_230	qc_blank_260	qc_blank_280	qc_blank_320	qc_raw_230	qc_raw_260	qc_raw_280	qc_raw_320	qiita_study_id	round	sample_number	sample_technical_replicate	sample_type	sample_type_2	sample_type_3	host_subject_id	unique_sample_id	scientific_name	sex	storage_solution	swab_type	taxon_id	title	read_count_16s	read_count_shotgun
90990.12201.stool.human.A.1.2.microbiome20.H	12201.stool.human.A.1.2.microbiome20.H	stool.human.A.1.2.microbiome20.H	117	4.869937081	11.93899227	stool_human_A_1_2_microbiome20_H	429	5.852288732	70.41973017	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	24.272	TRUE	1.744	50	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	B1	B	1	USA:CA:San Diego	33	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human feces	human.feces.A	human.A	stool.human.A.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	22286	2632211
90990.12201.stool.human.fresh.A.1.1.microbiome20.H	12201.stool.human.fresh.A.1.1.microbiome20.H	stool.human.fresh.A.1.1.microbiome20.H	141	4.878598725	13.39239088	stool_human_fresh_A_1_1_microbiome20_H	426	5.592333238	70.58953317	20 min. at 30 Hz	high	high	High biomass	High biomass	5/14/20	NA	not collected	54.308	TRUE	2.932	17.071	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	G1	G	1	USA:CA:San Diego	33	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human feces	human.feces.A	human.A	stool.human.fresh.A.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	21063	5595227
90990.12201.stool.human.A.1.1.microbiome20.H	12201.stool.human.A.1.1.microbiome20.H	stool.human.A.1.1.microbiome20.H	113	5.116301976	11.56491517	stool_human_A_1_1_microbiome20_H	450	6.05226232	74.99166112	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	64.895	TRUE	1.179	50	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	A1	A	1	USA:CA:San Diego	33	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human feces	human.feces.A	human.A	stool.human.A.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	21502	1431009
91743.12201.stool.human.fresh.A.1.2.qiagen.H	12201.stool.human.fresh.A.1.2.qiagen.H	stool.human.fresh.A.1.2.qiagen.H	132	3.678410756	14.24652739	stool_human_fresh_A_1_2_qiagen_H	370	4.982834929	59.47790128	20 min. at 30 Hz	high	high	High biomass	High biomass	5/14/20	NA	not collected	9.915	TRUE	3.871	1.468	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	A2	A	2	USA:CA:San Diego	33	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human feces	human.feces.A	human.A	stool.human.fresh.A.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	21867	7400917
91743.12201.stool.human.A.1.1.qiagen.H	12201.stool.human.A.1.1.qiagen.H	stool.human.A.1.1.qiagen.H	126	4.550320992	12.24787073	stool_human_A_1_1_qiagen_H	433	5.636842619	75.00284699	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	1.924	TRUE	14.178	1.439	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	A1	A	1	USA:CA:San Diego	33	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human feces	human.feces.A	human.A	stool.human.A.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	18737	768752
91743.12201.stool.human.fresh.A.1.3.qiagen.H	12201.stool.human.fresh.A.1.3.qiagen.H	stool.human.fresh.A.1.3.qiagen.H	127	3.695534725	13.61215669	stool_human_fresh_A_1_3_qiagen_H	357	4.925300481	56.74264711	20 min. at 30 Hz	high	high	High biomass	High biomass	5/14/20	NA	not collected	16.487	TRUE	5.509	1.536	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	B2	B	2	USA:CA:San Diego	33	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human feces	human.feces.A	human.A	stool.human.fresh.A.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	17557	7296182
91743.12201.stool.human.A.1.2.qiagen.H	12201.stool.human.A.1.2.qiagen.H	stool.human.A.1.2.qiagen.H	124	4.304744957	12.24797143	stool_human_A_1_2_qiagen_H	439	5.666331716	73.57853589	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	2.285	TRUE	8.488	0.799	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	B1	B	1	USA:CA:San Diego	33	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human feces	human.feces.A	human.A	stool.human.A.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	20027	1100600
91743.12201.stool.human.fresh.A.1.1.qiagen.H	12201.stool.human.fresh.A.1.1.qiagen.H	stool.human.fresh.A.1.1.qiagen.H	134	3.835964631	13.42466065	stool_human_fresh_A_1_1_qiagen_H	363	5.000498678	60.97770482	20 min. at 30 Hz	high	high	High biomass	High biomass	5/14/20	NA	not collected	13.209	TRUE	4.861	1.21	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	PowerSoil	PS	PowerSoil	standard	Qiagen	fresh	G1	G	1	USA:CA:San Diego	33	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human feces	human.feces.A	human.A	stool.human.fresh.A.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	17712	9496507
91743.12201.stool.human.A.1.3.qiagen.H	12201.stool.human.A.1.3.qiagen.H	stool.human.A.1.3.qiagen.H	123	4.459435197	12.19816399	stool_human_A_1_3_qiagen_H	448	5.620867138	76.2378901	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	1.753	TRUE	4.108	1.141	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	C1	C	1	USA:CA:San Diego	33	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human feces	human.feces.A	human.A	stool.human.A.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	15325	1375990
91743.12201.stool.human.A.1.1.microbiome2.H	12201.stool.human.A.1.1.microbiome2.H	stool.human.A.1.1.microbiome2.H	NA	NA	NA	stool_human_A_1_1_microbiome2_H	416	5.570606683	70.89399571	2 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	38.407	TRUE	0.781	50	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	A1	A	1	USA:CA:San Diego	33	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	9606	70	kg	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human feces	human.feces.A	human.A	stool.human.A.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	56	1220694
91743.12201.stool.human.fresh.A.1.1.microbiome2.H	12201.stool.human.fresh.A.1.1.microbiome2.H	stool.human.fresh.A.1.1.microbiome2.H	NA	NA	NA	stool_human_fresh_A_1_1_microbiome2_H	376	4.949720736	62.74353938	2 min. at 30 Hz	high	high	High biomass	High biomass	5/14/20	NA	not collected	49.151	TRUE	5.146	14.58	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	fresh	G1	G	1	USA:CA:San Diego	33	years	UBERON:feces	20.5	UBERON:feces	UBERON:feces	human	185	cm	adult	Homo sapiens	9606	70	kg	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human feces	human.feces.A	human.A	stool.human.fresh.A.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	320	7076598
91743.12201.stool.human.B.2.microbiome2.H	12201.stool.human.B.2.microbiome2.H	stool.human.B.2.microbiome2.H	221	5.789737495	20.63827001	stool_human_B_2_microbiome2_H	437	6.260871597	79.24408541	2 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	32.709	TRUE	2.77	11.76	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	E1	E	1	USA:CA:San Diego	35	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	9606	63	kg	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human feces	human.feces.B	human.B	stool.human.B.2	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	15279	4950673
90990.12201.stool.human.B.2.microbiome20.H	12201.stool.human.B.2.microbiome20.H	stool.human.B.2.microbiome20.H	214	5.713663529	19.73472944	stool_human_B_2_microbiome20_H	472	6.511829797	83.30546323	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	64.027	TRUE	1.929	11.18	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	E1	E	1	USA:CA:San Diego	35	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human feces	human.feces.B	human.B	stool.human.B.2	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	21105	3381155
90990.12201.stool.human.B.3.microbiome20.H	12201.stool.human.B.3.microbiome20.H	stool.human.B.3.microbiome20.H	206	5.754320438	18.40669445	stool_human_B_3_microbiome20_H	465	6.442003392	80.98800935	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	56.855	TRUE	3.829	22.649	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	F1	F	1	USA:CA:San Diego	35	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human feces	human.feces.B	human.B	stool.human.B.3	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	20192	5666558
90990.12201.stool.human.B.1.microbiome20.H	12201.stool.human.B.1.microbiome20.H	stool.human.B.1.microbiome20.H	215	5.6872365	19.91431529	stool_human_B_1_microbiome20_H	478	6.45071757	84.27782444	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	40.076	TRUE	10.262	19.256	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	D1	D	1	USA:CA:San Diego	35	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human feces	human.feces.B	human.B	stool.human.B.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	17788	4378118
91743.12201.stool.human.B.1.qiagen.H	12201.stool.human.B.1.qiagen.H	stool.human.B.1.qiagen.H	223	5.934286146	18.8017104	stool_human_B_1_qiagen_H	444	6.240833633	77.45319244	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	9.931	TRUE	15.863	2.795	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	D1	D	1	USA:CA:San Diego	35	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human feces	human.feces.B	human.B	stool.human.B.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	10165	5975535
91743.12201.stool.human.B.2.qiagen.H	12201.stool.human.B.2.qiagen.H	stool.human.B.2.qiagen.H	233	6.013513571	19.97095498	stool_human_B_2_qiagen_H	446	6.195216781	80.72283568	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	7.832	TRUE	20.121	1.483	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	E1	E	1	USA:CA:San Diego	35	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human feces	human.feces.B	human.B	stool.human.B.2	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	13920	5250528
91743.12201.stool.human.B.3.qiagen.H	12201.stool.human.B.3.qiagen.H	stool.human.B.3.qiagen.H	220	5.9643705	19.33402359	stool_human_B_3_qiagen_H	446	6.178110459	78.16209284	20 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	8.886	TRUE	2.794	1.426	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	PowerSoil	PS	PowerSoil	standard	Qiagen	frozen one day at -80C	F1	F	1	USA:CA:San Diego	35	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	9606	63	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human feces	human.feces.B	human.B	stool.human.B.3	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	14951	4079651
91743.12201.stool.human.B.1.microbiome2.H	12201.stool.human.B.1.microbiome2.H	stool.human.B.1.microbiome2.H	NA	NA	NA	stool_human_B_1_microbiome2_H	420	5.976427746	73.12843185	2 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	56.057	TRUE	2.566	10.579	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	D1	D	1	USA:CA:San Diego	35	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	9606	63	kg	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human feces	human.feces.B	human.B	stool.human.B.1	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	326	4524202
91743.12201.stool.human.B.3.microbiome2.H	12201.stool.human.B.3.microbiome2.H	stool.human.B.3.microbiome2.H	NA	NA	NA	stool_human_B_3_microbiome2_H	443	6.079630363	77.41293859	2 min. at 30 Hz	high	high	High biomass	High biomass	5/13/20	NA	not collected	66.779	TRUE	2.871	10.487	193	Host-associated	Animal-associated	Animal distal gut	urban biome	human-associated habitat	feces	human-gut	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	F1	F	1	USA:CA:San Diego	35	years	UBERON:feces	21.8	UBERON:feces	UBERON:feces	human	170	cm	adult	Homo sapiens	9606	63	kg	No incubation	32.5	-117.25	UCSDMI	TRUE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human feces	human.feces.B	human.B	stool.human.B.3	human gut metagenome	male	None	SWUBE	408170	Knight sample set for testing	99	5478146
91743.12201.skin.foot.A.2.microbiome2.L	12201.skin.foot.A.2.microbiome2.L	skin.foot.A.2.microbiome2.L	18	1.079129646	4.234006746	skin_foot_A_2_microbiome2_L	175	1.850733166	28.58238237	2 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0	TRUE	2.979	0.6916	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	B1	B	1	USA:CA:San Diego	33	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	9606	70	kg	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human foot	human.foot.A	human.A	skin.foot.A.2	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	22077	7966478
91743.12201.skin.foot.A.1.microbiome2.L	12201.skin.foot.A.1.microbiome2.L	skin.foot.A.1.microbiome2.L	25	2.095198195	4.43864812	skin_foot_A_1_microbiome2_L	147	1.035633266	23.47277224	2 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.042	TRUE	2.674	0.4188	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	A1	A	1	USA:CA:San Diego	33	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	9606	70	kg	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human foot	human.foot.A	human.A	skin.foot.A.1	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	18413	7532708
91743.12201.skin.foot.A.3.microbiome2.L	12201.skin.foot.A.3.microbiome2.L	skin.foot.A.3.microbiome2.L	14	1.394954296	2.856228835	skin_foot_A_3_microbiome2_L	170	1.737186458	26.18240716	2 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.147	TRUE	8.846	0.963	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (2-min.)	MM (2-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	C1	C	1	USA:CA:San Diego	33	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	9606	70	kg	No incubation	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human foot	human.foot.A	human.A	skin.foot.A.3	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	23148	6132698
91743.12201.skin.foot.A.1.microbiome20.L	12201.skin.foot.A.1.microbiome20.L	skin.foot.A.1.microbiome20.L	16	1.174711649	3.761981978	skin_foot_A_1_microbiome20_L	159	1.779648952	25.76307917	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.141	TRUE	4.019	1.3258	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	A1	A	1	USA:CA:San Diego	33	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	1	human	human foot	human.foot.A	human.A	skin.foot.A.1	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	31882	4255604
91743.12201.skin.foot.A.3.microbiome20.L	12201.skin.foot.A.3.microbiome20.L	skin.foot.A.3.microbiome20.L	17	0.426176819	2.976854004	skin_foot_A_3_microbiome20_L	255	3.772030789	48.39319979	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.04	TRUE	0.327	0.4144	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	C1	C	1	USA:CA:San Diego	33	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	3	human	human foot	human.foot.A	human.A	skin.foot.A.3	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	22604	402564
91743.12201.skin.foot.A.2.microbiome20.L	12201.skin.foot.A.2.microbiome20.L	skin.foot.A.2.microbiome20.L	28	0.491127847	5.520136672	skin_foot_A_2_microbiome20_L	321	3.481185068	56.73093649	20 min. at 30 Hz	low	low	Low biomass	Low biomass	5/13/20	NA	not collected	0.093	TRUE	1.311	0.9868	193	Host-associated	Animal-associated	Animal secretion	urban biome	human-associated habitat	sebum	human-skin	MagMAX (20-min.)	MM (20-min.)	MagMAX Microbiome	microbiome	Thermo	frozen one day at -80C	B1	B	1	USA:CA:San Diego	33	years	UBERON:skin	20.5	UBERON:sebum	UBERON:skin of sole of pes	human	185	cm	adult	Homo sapiens	9606	70	kg	10 min. at 65 degrees C	32.5	-117.25	UCSDMI	FALSE	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	not collected	12201	3	NA	2	human	human foot	human.foot.A	human.A	skin.foot.A.2	human skin metagenome	male	None	SWUBE	539655	Knight sample set for testing	27531	1885183
